8736	27
8736	27
8739	27
8740	27
8739	27
8738	27
8739	27
8739	27
8736	27
8732	27
8731	27
8728	27
8722	27
8716	27
8711	27
8706	27
8697	27
8689	27
8682	27
8676	27
8668	27
8661	27
8657	27
8654	27
8652	27
8652	27
8657	27
8665	27
8674	27
8688	28
8707	28
8730	28
8755	29
8783	29
8817	30
8853	31
8889	31
8925	32
8964	33
9001	33
9033	34
9061	34
9085	35
9102	35
9107	35
9101	34
9086	34
9056	33
9008	32
8945	30
8866	28
8768	26
8650	24
8513	22
8359	19
8186	16
7993	13
7784	11
7561	8
7325	5
7074	3
6813	2
6547	0
6275	0
5998	0
5722	2
5450	4
5182	8
4920	13
4668	19
4429	26
4204	35
3993	46
3798	58
3622	72
3465	87
3325	104
3204	122
3104	141
3022	162
2955	184
2906	207
2873	231
2855	256
2847	282
2850	308
2865	335
2887	362
2913	390
2944	417
2979	445
3016	472
3052	500
3087	527
3122	554
3154	580
3182	607
3206	632
3228	658
3247	683
3259	707
3268	731
3275	755
3279	778
3278	801
3275	824
3271	847
3266	869
3257	891
3248	913
3240	935
3232	957
3222	978
3213	1000
3206	1022
3199	1043
3191	1065
3184	1086
3179	1108
3175	1129
3170	1151
3165	1172
3163	1193
3161	1214
3158	1236
3155	1257
3155	1278
3154	1299
3153	1320
3151	1340
3149	1361
3147	1382
3146	1402
3145	1423
3143	1443
3142	1463
3142	1483
3142	1503
3142	1523
3141	1543
3142	1562
3144	1582
3146	1602
3147	1621
3150	1640
3153	1659
3156	1679
3159	1698
3163	1717
3168	1736
3172	1754
3175	1773
3180	1792
3186	1810
3190	1829
3194	1847
3199	1866
3204	1884
3208	1902
3211	1920
3214	1938
3218	1956
3219	1974
3220	1992
3222	2009
3223	2027
3222	2044
3220	2062
3218	2079
3216	2096
3213	2114
3208	2131
3204	2148
3199	2165
3193	2182
3186	2199
3180	2216
3173	2232
3166	2249
3158	2265
3151	2282
3144	2298
3136	2314
3128	2331
3121	2347
3115	2363
3108	2379
3101	2395
3095	2411
3090	2426
3085	2442
3080	2458
3077	2473
3074	2489
3071	2504
3069	2520
3067	2535
3066	2550
3065	2565
3065	2581
3065	2596
3066	2611
3066	2625
3066	2640
3068	2655
3069	2670
3070	2684
3071	2699
3072	2713
3074	2728
3075	2742
3075	2757
3077	2771
3078	2785
3078	2800
3078	2814
3079	2828
